Name,Page Title,Page,Total Played Time
C1068,第十單元 06 圖形介面設計進階三 - PIPLS,/365124/06,36
C1233,第三單元 02 內建數值處理函式 - PIPLS,/336602/02,36
C1274,第二單元 04 資料輸出 - PIPLS,/335019/04,36
C1218,第十單元 00 影音存取與圖形化程式開發 - PIPLS,/365071/00,36
C1213,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,36
C1177,第三單元 01 算數運算子 - PIPLS,/0.5.46.75/01,36
C1016,第五單元 04 多向選擇結構 - PIPLS,/353005/04,36
C1103,第五單元 05 巢狀及單行選擇結構 - PIPLS,/353006/05,36
C1083,第六單元 01 range函式 - PIPLS,/352964/01-range,36
C1043,Test3 - PIPLS,/333770/test3,36
C1093,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/333769/110-1-python,36
C1162,第七單元 02 串列的基本操作 - PIPLS,/355071/02,36
C1123,Test3 - PIPLS,/333770/test3,36
C1191,第六單元 06 while迴圈二 - PIPLS,/354613/06-while,36
C1143,Test3 - PIPLS,/333770/test3,36
C1198,第六單元 01 range函式 - PIPLS,/0.5.98.196/01-range,34
C1153,第六單元 04 for迴圈三 - PIPLS,/352976/04-for,34
C1044,第五單元 04 多向選擇結構 - PIPLS,/353005/04,34
C1034,第五單元 05 巢狀及單行選擇結構 - PIPLS,/353006/05,34
C1135,第七單元 01 什麼是串列 - PIPLS,/355059/01,34
C1045,第十單元 04 圖形介面設計進階一 - PIPLS,/365075/04,34
C1098,第八單元 03 函式的參數傳遞 - PIPLS,/359147/03,34
C1103,第八單元 05 區域變數與全域變數 - PIPLS,/359149/05,34
C1038,第三單元 01 算數運算子 - PIPLS,/336599/01,34
C1082,第八單元 03 函式的參數傳遞 - PIPLS,/359147/03,34
C1066,Test3 - PIPLS,/333770/test3,34
C1081,第八單元 04 具有傳回值的函式 - PIPLS,/359148/04,34
C1048,第十單元 06 圖形介面設計進階三 - PIPLS,/365124/06,34
C1001,第四單元 03 字串的轉換與測試（一） - PIPLS,/342994/03,34
C1024,第六單元 05 while迴圈一 - PIPLS,/352990/05-while,34
C1189,第十一單元 05 表格內容之圖表繪製 - PIPLS,/0.5.152.122/05,34
C1198,第七單元 02 串列的基本操作 - PIPLS,/355071/02,34
C1169,第二單元 00 單元大綱 - PIPLS,/336594/00,34
C1127,第六單元 03 for迴圈二 - PIPLS,/352974/03-for,34
C1165,第十單元 00 影音存取與圖形化程式開發 - PIPLS,/365071/00,34
C1064,第九單元 07 數學函式圖形 - PIPLS,/364456/07,34
C1138,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/280667/110-1-python,34
C1180,第五單元 03 雙向選擇結構 - PIPLS,/353004/03,34
C1264,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,34
C1143,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,34
C1136,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,34
C1115,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,34
C1232,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,34
C1218,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,34
C1058,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,32
C1112,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,32
C1217,第二單元 03 基本資料型態 - PIPLS,/280812/03,32
C1165,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,32
C1038,第二單元 00 單元大綱 - PIPLS,/335015/00,32
C1088,第三單元 02 內建數值處理函式 - PIPLS,/0.5.46.76/02,32
C1241,第七單元 01 什麼是串列 - PIPLS,/355059/01,32
C1029,第六單元 02 for迴圈一 - PIPLS,/0.5.105.49/02-for,32
C1174,第三單元 00 單元大綱 - PIPLS,/336595/00,32
C1083,第二單元 06 程式撰寫風格 - PIPLS,/0.5.28.173/06,32
C1121,第二單元 04 資料輸出 - PIPLS,/0.5.28.135/04,32
C1060,第二單元 00 單元大綱 - PIPLS,/335015/00,32
C1142,第十一單元 04 網頁表格存取 - PIPLS,/366769/04,32
C1167,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,32
C1193,第四單元 00 單元大綱 - PIPLS,/327202/00,32
C1082,第二單元 05 資料輸入 - PIPLS,/334984/05,32
C1126,第九單元 07 數學函式圖形 - PIPLS,/364497/07,32
C1014,第十單元 06 圖形介面設計進階三 - PIPLS,/365124/06,32
C1061,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/280667/110-1-python,32
C1111,第十單元 02 YouTube影音下載（二） - PIPLS,/0.5.146.63/02-youtube,32
C1048,第七單元 05 什麼是字典 - PIPLS,/355082/05,32
C1182,第六單元 02 for迴圈一 - PIPLS,/354609/02-for,32
C1068,第七單元 06 字典的應用範例 - PIPLS,/355083/06,32
C1205,第二單元 05 資料輸入 - PIPLS,/0.5.28.136/05,32
C1146,第三單元 00 單元大綱 - PIPLS,/336595/00,32
C1106,第七單元 06 字典的應用範例 - PIPLS,/355083/06,30
C1097,第七單元 04 串列的應用範例 - PIPLS,/357351/04,30
C1180,第二單元 02 變數的命名 - PIPLS,/334981/02,30
C1169,第九單元 00 單元大綱 - PIPLS,/364448/00,30
C1055,第五單元 05 巢狀及單行選擇結構 - PIPLS,/353006/05,30
C1230,第四單元 00 單元大綱 - PIPLS,/342990/00,30
C1153,第三單元 03 數學模組 - PIPLS,/336606/03,30
C1088,第五單元 00 單元大綱 - PIPLS,/353000/00,30
C1213,第二單元 01 什麼是變數？ - PIPLS,/334980/01,30
C1135,第十單元 05 圖形介面設計進階二 - PIPLS,/365123/05,30
C1091,第六單元 00 單元大綱 - PIPLS,/354607/00,30
C1266,第十一單元 02 網路爬蟲應用 - PIPLS,/270345/02,30
C1295,第一單元 01 開發環境簡介 - PIPLS,/334428/01,30
C1066,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,30
C1082,第四單元 02字串的函式與智力子（二） - PIPLS,/342992/02,30
C1293,第一單元 02 軟體下載及安裝 - PIPLS,/0.4.249.5/02,30
C1137,第二單元 03 基本資料型態 - PIPLS,/334982/03,30
C1174,第十一單元 05 表格內容之圖表繪製 - PIPLS,/366770/05,30
C1076,第四單元 04 字串的轉換與測試（二） - PIPLS,/339445/04,30
C1022,第一單元 00 單元大綱 - PIPLS,/334427/00,30
C1155,第八單元 05 區域變數與全域變數 - PIPLS,/359149/05,30
C1200,第十單元 01 YouTube影音下載（一） - PIPLS,/0.5.146.62/01-youtube,30
C1130,第二單元 06 程式撰寫風格 - PIPLS,/335021/06,30
C1206,第一單元 00 單元大綱 - PIPLS,/334427/00,30
C1178,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,30
C1266,第七單元 06 字典的應用範例 - PIPLS,/253873/06,30
C1152,第九單元 04 點狀圖 - PIPLS,/364455/04,30
C1037,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,30
C1187,第七單元 01 什麼是串列 - PIPLS,/355059/01,30
C1035,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,28
C1295,第一單元 00 單元大綱 - PIPLS,/334427/00,28
C1272,Test3 - PIPLS,/333770/test3,28
C1130,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,28
C1155,第二單元 00 單元大綱 - PIPLS,/334979/00,28
C1218,第一單元 02 軟體下載及安裝 - PIPLS,/0.5.28.129/02,28
C1105,第十單元 05 圖形介面設計進階二 - PIPLS,/365123/05,28
C1106,第四單元 01 字串的函式與運算子（一） - PIPLS,/339440/01,28
C1195,第二單元 03 基本資料型態 - PIPLS,/334982/03,28
C1059,第十單元 02 YouTube影音下載（二） - PIPLS,/365119/02-youtube,28
C1176,第五單元 02 單向選擇結構 - PIPLS,/349968/02,28
C1107,第一單元 02 軟體下載及安裝 - PIPLS,/334977/02,28
C1114,第三單元 01 算數運算子 - PIPLS,/336599/01,28
C1064,第六單元 02 for迴圈一 - PIPLS,/0.5.105.49/02-for,28
C1073,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,28
C1127,Test3 - PIPLS,/333770/test3,28
C1048,第十一單元 02 網路爬蟲應用 - PIPLS,/366764/02,28
C1058,第二單元 01 什麼是變數？ - PIPLS,/280861/01,28
C1259,第二單元 04 資料輸出 - PIPLS,/335019/04,28
C1185,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/280667/110-1-python,28
C1166,第九單元 00 單元大綱 - PIPLS,/364447/00,28
C1176,第二單元 03 基本資料型態 - PIPLS,/335018/03,28
C1231,第二單元 02 變數的命名 - PIPLS,/335017/02,28
C1102,第二單元 01 什麼是變數？ - PIPLS,/334980/01,28
C1241,第八單元 01 什麼是函式？ - PIPLS,/359135/01,28
C1142,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/333769/110-1-python,28
C1233,第二單元 03 基本資料型態 - PIPLS,/335018/03,28
C1185,Test3 - PIPLS,/333768/test3,28
C1060,第一單元 00 單元大綱 - PIPLS,/334427/00,28
C1137,第一單元 00 單元大綱 - PIPLS,/334975/00,28
C1075,第七單元 02 串列的基本操作 - PIPLS,/355071/02,28
C1213,第二單元 03 基本資料型態 - PIPLS,/334982/03,28
C1095,第八單元 02 函式的定義與呼叫 - PIPLS,/359146/02,28
C1089,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,28
C1034,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,28
C1230,第三單元 03 數學模組 - PIPLS,/339533/03,28
C1064,第六單元 00 單元大綱 - PIPLS,/354607/00,26
C1198,第二單元 03 基本資料型態 - PIPLS,/335018/03,26
C1282,第二單元 03 基本資料型態 - PIPLS,/335018/03,26
C1200,第六單元 05 while迴圈一 - PIPLS,/352990/05-while,26
C1203,第四單元 03 字串的轉換與測試（一） - PIPLS,/339443/03,26
C1155,第九單元 06 圓餅圖 - PIPLS,/364457/06,26
C1058,第三單元 03 數學模組 - PIPLS,/336606/03,26
C1144,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,26
C1232,第六單元 05 while迴圈一 - PIPLS,/354612/05-while,26
C1176,第九單元 01 基本繪圖~線性圖 - PIPLS,/364484/01,26
C1028,第二單元 00 單元大綱 - PIPLS,/334979/00,26
C1173,Test3 - PIPLS,/333768/test3,26
C1177,第五單元 02 單向選擇結構 - PIPLS,/0.5.98.235/02,26
C1032,第一單元 01 開發環境簡介 - PIPLS,/334976/01,26
C1026,第七單元 04 串列的應用範例 - PIPLS,/357351/04,26
C1170,第二單元 04 資料輸出 - PIPLS,/334983/04,26
C1004,第三單元 00 單元大綱 - PIPLS,/336595/00,26
C1067,第九單元 07 數學函式圖形 - PIPLS,/0.5.143.209/07,26
C1176,Test3 - PIPLS,/333770/test3,26
C1100,第三單元 03 數學模組 - PIPLS,/336606/03,26
C1216,第六單元 05 while迴圈一 - PIPLS,/352990/05-while,26
C1279,第五單元 01 關係與邏輯運算子 - PIPLS,/307157/01,26
C1128,第二單元 03 基本資料型態 - PIPLS,/334982/03,26
C1034,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,26
C1105,第十一單元 07 程式自動化執行 - PIPLS,/366771/07,26
C1279,第三單元 01 算數運算子 - PIPLS,/0.4.86.159/01,26
C1190,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,26
C1020,第二單元 00 單元大綱 - PIPLS,/335015/00,26
C1198,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,26
C1100,第十一單元 01 網路爬蟲簡介 - PIPLS,/366763/01,26
C1192,第十單元 02 YouTube影音下載（二） - PIPLS,/365073/02-youtube,26
C1296,Test3 - PIPLS,/333770/test3,26
C1180,第五單元 05 巢狀及單行選擇結構 - PIPLS,/353006/05,26
C1032,第一單元 02 軟體下載及安裝 - PIPLS,/334977/02,26
C1176,第二單元 02 變數的命名 - PIPLS,/335017/02,26
C1117,第十一單元 03 政府開放資料 - PIPLS,/366712/03,26
C1208,第二單元 01 什麼是變數？ - PIPLS,/335016/01,26
C1279,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,26
C1198,第三單元 01 算數運算子 - PIPLS,/336599/01,26
C1105,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,24
C1297,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/333769/110-1-python,24
C1045,第十單元 00 影音存取與圖形化程式開發 - PIPLS,/365071/00,24
C1243,第九單元 01 基本繪圖~線性圖 - PIPLS,/331366/01,24
C1175,第二單元 03 基本資料型態 - PIPLS,/334982/03,24
C1101,第二單元 00 單元大綱 - PIPLS,/334979/00,24
C1073,第二單元 01 什麼是變數？ - PIPLS,/335016/01,24
C1154,第十一單元 04 網頁表格存取 - PIPLS,/366769/04,24
C1071,Test3 - PIPLS,/333768/test3,24
C1189,第三單元 03 數學模組 - PIPLS,/0.5.46.77/03,24
C1007,第十單元 02 YouTube影音下載（二） - PIPLS,/0.5.146.17/02-youtube,24
C1174,第八單元 05 區域變數與全域變數 - PIPLS,/359139/05,24
C1103,第二單元 00 單元大綱 - PIPLS,/334979/00,24
C1094,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,24
C1184,第六單元 03 for迴圈二 - PIPLS,/352974/03-for,24
C1217,第二單元 06 程式撰寫風格 - PIPLS,/280816/06,24
C1048,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,24
C1283,第十二單元 01 檔案讀取 - PIPLS,/272385/01,24
C1113,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,24
C1090,第八單元 03 函式的參數傳遞 - PIPLS,/359147/03,24
C1120,第三單元 04 亂數 - PIPLS,/336608/04,24
C1174,第二單元 06 程式撰寫風格 - PIPLS,/335021/06,24
C1065,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,24
C1058,第四單元 01 字串的函式與運算子（一） - PIPLS,/288849/01,24
C1233,第四單元 02 字串的函式與運算子（二） - PIPLS,/339441/02,24
C1024,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,24
C1146,第六單元 05 while迴圈一 - PIPLS,/352990/05-while,24
C1016,第九單元 02 圖形屬性設定 - PIPLS,/0.5.143.165/02,24
C1052,第五單元 04 多向選擇結構 - PIPLS,/353005/04,24
C1082,第八單元 02 函式的定義與呼叫 - PIPLS,/359146/02,22
C1143,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,22
C1087,第二單元03基本資料型態 - PIPLS,/335018/03,22
C1087,第九單元 05 長條圖 - PIPLS,/364492/05,22
C1100,第九單元 04 點狀圖 - PIPLS,/364490/04,22
C1241,第十單元 05 圖形介面設計進階二 - PIPLS,/365123/05,22
C1136,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,22
C1162,第二單元 00 單元大綱 - PIPLS,/336594/00,22
C1035,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,22
C1101,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,22
C1033,Test3 - PIPLS,/333768/test3,22
C1298,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,22
C1217,第四單元 01 字串的函式與運算子（一） - PIPLS,/288839/01,22
C1047,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,22
C1066,第十單元 02 YouTube影音下載（二） - PIPLS,/365119/02-youtube,22
C1004,第四單元 02 字串的函式與運算子（二） - PIPLS,/339441/02,22
C1078,Test3 - PIPLS,/333768/test3,22
C1100,第五單元 04 多向選擇結構 - PIPLS,/349972/04,22
C1022,第二單元 00 單元大綱 - PIPLS,/335015/00,22
C1259,第二單元 04 資料輸出 - PIPLS,/0.5.28.171/04,22
C1139,第九單元 02 圖形屬性設定 - PIPLS,/364453/02,22
C1139,第十單元 01 YouTube影音下載（一） - PIPLS,/365072/01-youtube,22
C1239,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/280667/110-1-python,22
C1230,第九單元 01 基本繪圖~線性圖 - PIPLS,/364452/01,22
C1144,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,22
C1198,第八單元 04 具有傳回值的函式 - PIPLS,/359138/04,22
C1179,第二單元 04 資料輸出 - PIPLS,/335019/04,22
C1006,第九單元 05 長條圖 - PIPLS,/364492/05,22
C1026,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,22
C1046,第十單元 05 圖形介面設計進階二 - PIPLS,/365123/05,22
C1216,第四單元 06 字元及編碼 - PIPLS,/339447/06,22
C1035,第二單元 01 什麼是變數？ - PIPLS,/334980/01,22
C1008,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,22
C1162,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,22
C1255,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,22
C1079,第二單元 03 基本資料型態 - PIPLS,/0.5.28.170/03,22
C1282,第二單元 03 基本資料型態 - PIPLS,/0.5.28.170/03,22
C1159,第六單元 07 break與continue敘述 - PIPLS,/354614/07-breakcontinue,22
C1081,第九單元 04 點狀圖 - PIPLS,/364455/04,22
C1006,第七單元 01 什麼是串列 - PIPLS,/355059/01,20
C1058,第六單元 06 while迴圈二 - PIPLS,/352995/06-while,20
C1279,第四單元 03 字串的轉換與測試（一） - PIPLS,/0.5.45.243/03,20
C1067,第七單元 01 什麼是串列 - PIPLS,/355059/01,20
C1264,第一單元 00 單元大綱 - PIPLS,/334427/00,20
C1003,第五單元 01 關係與邏輯運算子 - PIPLS,/353002/01,20
C1073,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,20
C1167,第五單元 03 雙向選擇結構 - PIPLS,/349970/03,20
C1175,第一單元 00 單元大綱 - PIPLS,/334975/00,20
C1087,第十單元 02 YouTube影音下載（二） - PIPLS,/365119/02-youtube,20
C1136,第三單元 00 單元大綱 - PIPLS,/336595/00,20
C1046,第七單元 01 什麼是串列 - PIPLS,/355059/01,20
C1035,第一單元 02 軟體下載及安裝 - PIPLS,/334977/02,20
C1011,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,20
C1177,第七單元 06 字典的應用範例 - PIPLS,/357353/06,20
C1103,第二單元 02 變數的命名 - PIPLS,/334981/02,20
C1072,第九單元 04 點狀圖 - PIPLS,/364455/04,20
C1203,第六單元 00 單元大綱 - PIPLS,/352924/00,20
C1048,第一單元 01 開發環境簡介 - PIPLS,/334428/01,20
C1054,第五單元 02 單向選擇結構 - PIPLS,/353003/02,20
C1127,第十一單元 04 網頁表格存取 - PIPLS,/366769/04,20
C1048,第五單元 05 巢狀及單行選擇結構 - PIPLS,/349974/05,20
C1182,第九單元 06 圓餅圖 - PIPLS,/364457/06,20
C1039,第二單元 00 單元大綱 - PIPLS,/334979/00,20
C1169,第十單元 04 圖形介面設計進階一 - PIPLS,/365121/04,20
C1072,第三單元 03 數學模組 - PIPLS,/339533/03,20
C1056,第四單元 06 字元及編碼 - PIPLS,/342997/06,20
C1026,第十單元 07 影片下載的圖形化程式 - PIPLS,/365078/07,20
C1058,第七單元 05 什麼是字典 - PIPLS,/0.5.107.10/05,20
C1142,Test3 - PIPLS,/333770/test3,20
C1190,第七單元 02 串列的基本操作 - PIPLS,/0.5.106.255/02,20
C1111,第五單元 04 多向選擇結構 - PIPLS,/349972/04,18
C1119,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/333769/110-1-python,18
C1113,Test3 - PIPLS,/333770/test3,18
C1177,第五單元 03 雙向選擇結構 - PIPLS,/0.5.98.236/03,18
C1165,第七單元 03 處理串列的函式與方法 - PIPLS,/357350/03,18
C1090,第三單元 00 單元大綱 - PIPLS,/339530/00,18
C1299,Test3 - PIPLS,/0.5.23.202/test3,18
C1037,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,18
C1116,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/333769/110-1-python,18
C1087,測試 3 - PIPLS,/333770/test3,18
C1081,第十單元 03圖形介面的程式設計 - PIPLS,/365074/03,18
C1101,第七單元 04 串列的應用範例 - PIPLS,/357351/04,18
C1052,第六單元 05 while迴圈一 - PIPLS,/354612/05-while,18
C1004,第一單元 00 單元大綱 - PIPLS,/334427/00,18
C1010,第二單元 04 資料輸出 - PIPLS,/335019/04,18
C1168,第二單元 04 資料輸出 - PIPLS,/334983/04,18
C1174,第八單元 04 具有傳回值的函式 - PIPLS,/359138/04,18
C1185,第七單元 06 字典的應用範例 - PIPLS,/357353/06,18
C1159,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/280667/110-1-python,18
C1176,第四單元 06 字元及編碼 - PIPLS,/339447/06,18
C1197,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,18
C1131,第二單元 05 資料輸入 - PIPLS,/334984/05,18
C1165,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/280667/110-1-python,18
C1198,第二單元 04 資料輸出 - PIPLS,/0.5.28.171/04,18
C1024,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,18
C1058,第二單元 04 資料輸出 - PIPLS,/280864/04,18
C1125,Test3 - PIPLS,/333768/test3,18
C1202,第六單元 04 for迴圈三 - PIPLS,/352976/04-for,18
C1300,第三單元 03 數學模組 - PIPLS,/326274/03,18
C1058,第三單元 02 內建數值處理函式 - PIPLS,/284366/02,18
C1228,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/327216/05,18
C1176,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,18
C1070,Test3 - PIPLS,/333768/test3,18
C1172,第八單元 01 什麼是函式？ - PIPLS,/357520/01,16
C1075,第七單元 05 什麼是字典 - PIPLS,/355082/05,16
C1185,第五單元 05 巢狀及單行選擇結構 - PIPLS,/353006/05,16
C1133,第五單元 05 巢狀及單行選擇結構 - PIPLS,/349974/05,16
C1095,第五單元 04 多向選擇結構 - PIPLS,/353005/04,16
C1047,測試 3 - PIPLS,/333770/test3,16
C1131,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/342996/05,16
C1248,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/339446/05,16
C1122,第四單元 04 字串的轉換與測試（二） - PIPLS,/342995/04,16
C1169,第九單元 07 數學函式圖形 - PIPLS,/0.5.143.209/07,16
C1157,Test3 - PIPLS,/0.5.23.200/test3,16
C1065,Test3 - PIPLS,/333768/test3,16
C1180,第五單元 04 多向選擇結構 - PIPLS,/353005/04,16
C1085,第六單元 04 for迴圈三 - PIPLS,/354611/04-for,16
C1039,測試 3 - PIPLS,/333768/test3,16
C1022,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/333769/110-1-python,16
C1036,第八單元 03 函式的參數傳遞 - PIPLS,/359137/03,16
C1250,第三單元 03 數學模組 - PIPLS,/339533/03,16
C1024,第九單元 05 長條圖 - PIPLS,/364492/05,16
C1279,第五單元 02 單向選擇結構 - PIPLS,/249589/02,16
C1238,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,16
C1301,第十單元 02 YouTube影音下載（二） - PIPLS,/0.4.227.88/02-youtube,16
C1169,Test3 - PIPLS,/333770/test3,16
C1004,第四單元 04 字串的轉換與測試（二） - PIPLS,/339445/04,16
C1165,第五單元 04 多向選擇結構 - PIPLS,/353005/04,16
C1152,第六單元 06 while迴圈二 - PIPLS,/354613/06-while,16
C1229,第一單元 02 軟體下載及安裝 - PIPLS,/334977/02,16
C1203,第六單元 07 break與continue敘述 - PIPLS,/353001/07-breakcontinue,16
C1014,第五單元 04 多向選擇結構 - PIPLS,/349972/04,16
C1048,第九單元 00 單元大綱 - PIPLS,/364448/00,16
C1075,第八單元 03 函式的參數傳遞 - PIPLS,/359137/03,16
C1199,第二單元 06 程式撰寫風格 - PIPLS,/334985/06,16
C1181,第六單元 02 for迴圈一 - PIPLS,/352968/02-for,16
C1068,第十一單元 03 政府開放資料 - PIPLS,/366765/03,16
C1134,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,16
C1100,第十一單元 05 表格內容之圖表繪製 - PIPLS,/366770/05,16
C1177,第二單元 01 什麼是變數？ - PIPLS,/334980/01,16
C1046,第二單元 00 單元大綱 - PIPLS,/0.5.34.210/00,16
C1245,[Solution] Week 2 Homework 1 - PIPLS,/0.1.0.169/solution-week-2-homework-1,16
C1258,第一單元 03 軟體使用簡介 - PIPLS,/334430/03,16
C1066,第十一單元 05 表格內容之圖表繪製 - PIPLS,/366770/05,16
C1177,第五單元 04 多向選擇結構 - PIPLS,/0.5.98.237/04,16
C1090,第一單元 02 軟體下載及安裝 - PIPLS,/334977/02,16
C1115,第一單元 00 單元大綱 - PIPLS,/334975/00,16
C1170,第五單元 04 多向選擇結構 - PIPLS,/353005/04,14
C1107,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/280667/110-1-python,14
C1038,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,14
C1056,第一單元 00 單元大綱 - PIPLS,/334975/00,14
C1139,第十單元 04 圖形介面設計進階一 - PIPLS,/365075/04,14
C1117,第九單元 07 數學函式圖形 - PIPLS,/364456/07,14
C1034,第六單元 01 range函式 - PIPLS,/354608/01-range,14
C1042,Test3 - PIPLS,/333768/test3,14
C1067,第二單元 00 單元大綱 - PIPLS,/335015/00,14
C1189,Test3 - PIPLS,/0.5.23.200/test3,14
C1105,第四單元 02 字串的函式與運算子（二） - PIPLS,/0.5.45.241/02,14
C1075,第五單元 04 多向選擇結構 - PIPLS,/349972/04,14
C1187,第十單元 06 圖形介面設計進階三 - PIPLS,/365124/06,14
C1097,第三單元 04 亂數 - PIPLS,/339535/04,14
C1057,第三單元 04 亂數 - PIPLS,/339535/04,14
C1206,第六單元 04 for迴圈三 - PIPLS,/352976/04-for,14
C1217,第四單元 02 字串的函式與運算子（二） - PIPLS,/288840/02,14
C1159,第六單元 05 while迴圈一 - PIPLS,/354612/05-while,14
C1119,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,14
C1102,110-1 初級程式設計 Python 課程宣傳片 - PIPLS,/0.4.72.91/110-1-python,14
C1302,第一單元 03 軟體使用簡介 - PIPLS,/280671/03,14
C1093,第四單元 05 字串的搜尋與邊緣刪減 - PIPLS,/0.5.45.246/05,14
C1035,Test3 - PIPLS,/333768/test3,14
C1062,第一單元 00 單元大綱 - PIPLS,/334975/00,14
C1215,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,14
C1117,第六單元 03 for迴圈二 - PIPLS,/354610/03-for,14
C1159,第六單元 04 for迴圈三 - PIPLS,/354611/04-for,14
C1087,第七單元 04 串列的應用範例 - PIPLS,/355079/04,14
C1007,第七單元 02 串列的基本操作 - PIPLS,/357349/02,14
C1113,第四單元 04 字串的轉換與測試（二） - PIPLS,/339445/04,14
C1066,第七單元 04 串列的應用範例 - PIPLS,/355079/04,14
C1168,第五單元 03 雙向選擇結構 - PIPLS,/353004/03,14
C1113,02935,/334429/02,14
C1152,第十單元 03圖形介面的程式設計 - PIPLS,/365074/03,14
C1174,第五單元 04 多向選擇結構 - PIPLS,/349972/04,14
C1171,第一單元 02 軟體下載及安裝 - PIPLS,/0.5.26.93/02,14
C1127,第十單元 03圖形介面的程式設計 - PIPLS,/365120/03,14
C1187,第七單元 06 字典的應用範例 - PIPLS,/355083/06,14
C1241,第九單元 02 圖形屬性設定 - PIPLS,/364485/02,14
C1108,Test3 - PIPLS,/333768/test3,14
C1211,第十一單元 06 CSV檔案的存取 - PIPLS,/214782/06-csv,14
C1215,第二單元 01 什麼是變數？ - PIPLS,/335016/01,14
C1177,第三單元 03 數學模組 - PIPLS,/339533/03,12
C1164,第六單元 01 range函式 - PIPLS,/352964/01-range,12
C1120,第三單元 01 算數運算子 - PIPLS,/336599/01,12
C1180,第四單元 00 單元大綱 - PIPLS,/342990/00,12
C1248,Test3 - PIPLS,/333770/test3,12
C1149,第一單元 02 軟體下載及安裝 - PIPLS,/334977/02,12
C1057,第二單元 02 變數的命名 - PIPLS,/334981/02,12
C1012,第一單元 02 軟體下載及安裝 - PIPLS,/334429/02,12
